Item_ID	Sentence	Adj	Noun
1714:15	lia thomas, a transgender woman --lrb- c --rrb-, gathers with her teammates before she swims for the university of pennsylvania at an ivy league swim meet against harvard university in cambridge, massachusetts, on january 22, 2022.	transgender	woman
1904:86	” australian -- born feminist germaine greer accused glamour of “ misogyny ” in its decision to award jenner its woman of the year award, noting that transgender women are “ not women ” and do not “ look like, sound like or behave like women.	transgender	women
1926:22	” “ if i were that trans man, i would really want to have language that incorporated and included my experience, ” cox added.	trans	man
1930:20	” for me, as a trans woman, i ca n’t get pregnant.	trans	woman
2059:27	however, there are some intersex men and trans men who may get pregnant.	trans	men
2060:25	“ we can include intersex men and trans men who may get pregnant by saying “ pregnant people ” instead of “ expectant mothers.	trans	men
2071:36	the owners and editors of sports illustrated are betting that a transgender man on the cover of their 2021 swimsuit edition will change heterosexual attitudes, shift the magazine ’s public image, and help their imminent initial public offering --lrb- ipo --rrb- on wall street.	transgender	man
2097:14	here ’s a trans woman, and a straight man.	trans	woman
2100:60	it ’s a very real story and one that i ’ve lived over and over again, and many trans women have lived, dealing with toxic masculinity every fucking second of our fucking lives, and trying to navigate it and being empathetic and giving people a chance.	trans	women
2157:106	in a discussion with yahoo finance, a man living as a woman and a woman who is living as a man said it is fair for transgender ‘ women ’ to compete against biological women and that claims otherwise are “ overblown.	biological	women
2161:28	“ it ’s absolutely fair to have trans women and girls competing in every level of sport — which we have had for decades, ” @aclu deputy dir.	trans	women
2166:18	the facts about the advantage transgender women have over biological women are well -- documented, including in the lawsuit filed by high school athletes in connecticut challenging the state ’s athletic association for allowing it.	transgender	women
2166:29	the facts about the advantage transgender women have over biological women are well -- documented, including in the lawsuit filed by high school athletes in connecticut challenging the state ’s athletic association for allowing it.	biological	women
2201:74	the ideology claims that “ gender identity ” is independent of sexual desire — so a heterosexual man can declare himself to be a “ transgender woman, ” complete with a “ female penis.	transgender	woman
2251:58	” if a lesbian is in a relationship with a woman who declares herself to be a transgender man, then transgender activists relabel the lesbian as a “ straight ” heterosexual woman.	transgender	man
2310:65	the times doubled down this month, leading the charge for the radical transgender agenda by directing readers to recognize a biological male who identifies as a woman, amy schneider, as the “ first woman ” to win$ 1 million on jeopardy! “ on friday, she became the fourth contestant and the first woman in the history of ‘ jeopardy! ’ to surpass$ 1 million in winnings during regular -- season play, ” the times wrote, continually referring to the biological male as “ she.	biological	male
2310:249	the times doubled down this month, leading the charge for the radical transgender agenda by directing readers to recognize a biological male who identifies as a woman, amy schneider, as the “ first woman ” to win$ 1 million on jeopardy! “ on friday, she became the fourth contestant and the first woman in the history of ‘ jeopardy! ’ to surpass$ 1 million in winnings during regular -- season play, ” the times wrote, continually referring to the biological male as “ she.	biological	male
2316:90	thomas performed unremarkably for nearly three years in the men ’s category on the u penn team but took a year off before returning this season to compete as a transgender woman on the school ’s women ’s team.	transgender	woman
2321:64	big thanks to#liathomas for saving women ’s sports by showing just how preposterous it is for a strapping athletic young biological man to compete with biological women.	biological	man
2321:79	big thanks to#liathomas for saving women ’s sports by showing just how preposterous it is for a strapping athletic young biological man to compete with biological women.	biological	women
2327:83	lohn to feel that the ncaa ’s requirements for transgender people are “ not nearly stringent enough to create a level playing field between thomas and the biological females against whom she is racing.	biological	females
2329:23	the effects of being born a biological male, as they relate to the sport of swimming, offer thomas a clear -- cut edge over the biological females against whom she is competing.	biological	male
2329:82	the effects of being born a biological male, as they relate to the sport of swimming, offer thomas a clear -- cut edge over the biological females against whom she is competing.	biological	females
2338:45	for the good of the sport, and for fairness to those competing as biological women, a ruling must come down soon.	biological	women
2509:79	some feminists are urging participants in the women ’s march this year to ditch their pink pussyhats for fear they may be offensive to those biological men who claim to be women and to people of color.	biological	men
2524:42	” nevertheless, zweiman says she is open to listening to those biological men who claim to be women and people of color who are apparently insulted by the pink pussyhat.	biological	men
2531:67	” “ this type of feminism, though hugely successful in terms of reproductive justice, ultimately emphasized a mistreatment of transgender women that continues today, ” the pensacola organization said.	transgender	women
2532:13	“ though some transgender women do choose to have genital reconstruction surgery, many do not, and should not have to prove their sic being a woman.	transgender	women
2610:144	rowling has herself become a frequent target of radical transgender activists, claiming to have been the victim of numerous death threats as well as having the adress for her family home doxxed on social media in response to her advocacy for women ’s rights and opposition to biological male transgender people trying to encroach on them.	biological	male
2668:47	“ women lose out on a fair playing field when forced to compete against biological men, ” gleim said.	biological	men
2723:56	“ in our opinion, the study by madsen et al. in jcem hides the true numbers of trans males at risk for high red blood cell counts and therefore cardiovascular harms, ” the authors write at website gender sanity.	trans	males
2731:20	females who identify as trans males are given very high doses of testosterone to attempt to bring their testosterone levels into the male range.	trans	males
2732:23	“ women who identify as trans males are being given very high, very risky doses of testosterone, ” laidlaw explained to breitbart news about his concerns.	trans	males
2739:81	” in the study we have critiqued, the authors use what is considered very high hemoglobin levels in males --lrb- greater than 50 --rrb- for trans males --lrb- females --rrb-.	trans	males
2747:53	“ not only that, it ’s also dangerous because doctors will miss a large number of trans males who are risking heart attacks and death from testosterone.	trans	males
2751:57	laidlaw and his colleagues instead “ propose that the female reference range for hemoglobin and hematocrit be used for trans males so that both clinicians and patients can help more accurately assess risk factors for cardiovascular disease and death.	trans	males
2756:28	jeopardy! is awarding women ’s records to a transgender man, and corporate parent nbc news is hailing amy schneider as the “ highest -- earning female contestant in the game show ’s nearly 57 -- year run.	transgender	man
2785:16	“ i am a trans woman, and i ’m proud of that fact, ” she tweeted, “ but i ’m a lot of other things, too!	trans	woman
2879:17	“ i am a trans woman, and i ’m proud of that fact, but i ’m a lot of other things, too!	trans	woman
2954:53	her presence in the oval office would in no way forward that goal any more than a biological man in the oval office would.	biological	man
2957:40	that ’s why feminist thinker germaine greer declared identifying as a transgender woman “ meaningless ” and a “ delusion ”: if gender is as changeable as a suit of clothing, womanhood means nothing.	transgender	woman
3019:55	but some of the “ women ” the show celebrates are n’t women — one is a biological male who performs as a drag queen, while another is transgender.	biological	male
3080:25	” “ it ’s not about excluding transgender women from winning ever, ” navratilova said.	transgender	women
3094:31	we will protect women ’s sports by banning biological males from competing.	biological	males
3119:33	he referred to the scandal of lia thomas, a transgender woman swimmer for the university of pennsylvania, saying, “ so ridiculous.	transgender	woman
3132:44	most americans, including the vast majority of republicans, are in agreement that biological males should not have access to women ’s spaces or be able to compete in women ’s sports.	biological	males
3168:35	noem supporting legislation to protect women from competing against biological men who consider themselves transgender women, according to a poll.	biological	men
3168:51	noem supporting legislation to protect women from competing against biological men who consider themselves transgender women, according to a poll.	transgender	women
3236:15	jesse is a transgender man who works in a job with two slightly different sets of uniforms; one set is usually issued to men and the other is usually issued to women.	transgender	man
3260:87	” women athletes, feminists, and christians have joined forces to speak out about the harm to women that comes from forcing them to compete against biological men who want to live as women, or “ transgender women.	biological	men
3260:118	” women athletes, feminists, and christians have joined forces to speak out about the harm to women that comes from forcing them to compete against biological men who want to live as women, or “ transgender women.	transgender	women
3326:30	“ the protests essentially objected to pyne, a transgender woman, competing in the women ’s events, ” reported kxan.	transgender	woman
3343:106	sen. elizabeth warren --lrb- d -- ma --rrb- used her closing statement to express disappointment in some of the topics avoided during tuesday night ’s debate, lamenting the lack of conversation on “ how trans women, particularly trans women of color, are at risk.	trans	women
3343:117	sen. elizabeth warren --lrb- d -- ma --rrb- used her closing statement to express disappointment in some of the topics avoided during tuesday night ’s debate, lamenting the lack of conversation on “ how trans women, particularly trans women of color, are at risk.	trans	women
3394:51	with the importance of testosterone in mind, the international olympic committee ruled in 2015 that trans women would be allowed to compete in women ’s events provided that they took drugs to suppress their testosterone levels for at least a year before the competition.	trans	women
3395:37	the hope was that would remove the male advantage, allowing trans women to compete in their preferred category while keeping things fair for the biological females against whom they would be competing.	trans	women
3395:79	the hope was that would remove the male advantage, allowing trans women to compete in their preferred category while keeping things fair for the biological females against whom they would be competing.	biological	females
3401:52	last year, such evidence persuaded world rugby that it was both unsafe and unfair to let trans women play in the international women ’s game.	trans	women
3404:28	eight u.s. states have recently enacted laws banning biological males from competing in girls ’ and women ’s sports.	biological	males
3547:35	” japanese soccer player kumi yokoyama said tuesday she was a transgender male.	transgender	male
3673:45	the sports world reacted on monday to news that transgender cyclist rachel mckinnon, a biological male, had smashed even more women ’s cycling records.	biological	male
3701:16	leyna bloom, a biological man who identifies as a woman, has become the first openly trans cover model in sports illustrated swimsuit issue history.	biological	man
3782:46	these women alleged that the shelter enabled sexual harassment against them by allowing a biological male who identified as a female to enter the homeless shelter.	biological	male
3783:7	the biological male showered with the females, where the individual would “ repeatedly make lewd and sexually inappropriate comments to some of the plaintiffs, ” and “ stare and leer at the plaintiffs while naked and make sexually harassing comments about their bodies.	biological	male
3784:48	” in its defense, the shelter alleged that it was required to admit the biological male because a person self -- identified as a female, and hud ’s 2016 rule did not give the shelter flexibility to allow for different treatment.	biological	male
3785:94	… the hope center in anchorage, alaska, a faith -- based women ’s shelter, filed a federal lawsuit challenging a local law that would require them to serve biological males who identify as females.	biological	males
3826:75	a 2018 pentagon report commissioned by former defense secretary james mattis said that “ rates for genital surgery are exceedingly low -- 2% of transgender men and 10% of transgender women.	transgender	men
3826:91	a 2018 pentagon report commissioned by former defense secretary james mattis said that “ rates for genital surgery are exceedingly low -- 2% of transgender men and 10% of transgender women.	transgender	women
3917:34	warren beatty and annette benning ’s college -- age daughter is a trans man.	trans	man
3918:47	at long last facebook has given her a gender category, but what exactly is a trans man?	trans	man
3919:7	a trans man is a girl born with girl parts but who identifies as a boy, but who still wants to be with a boy just like she was a girl.	trans	man
3920:33	ira goes on to say she is a binary trans man.	trans	man
3923:57	on a transgenderism blog called supermattachine, ira struck back: “ chaz is erasing the experience of trans men who do n’t need top surgery.	trans	men
3931:83	here is asher talking about his gender: “ i am a man who was assigned to live as a woman, therefore i am a trans man.	trans	man
3938:87	when writing a letter to a genderqueer you will want to address they --lrb- sic --rrb- not as mr. or mrs. or even ms. but as mx. a trans man, according to wiki, is a female to male transgender or transsexual person.	trans	man
3939:7	the trans man was assigned female at birth but self -- identifies as male.	trans	man
3979:75	a 2018 pentagon report commissioned by former defense secretary james mattis said that “ rates for genital surgery are exceedingly low -- 2% of transgender men and 10% of transgender women.	transgender	men
3979:91	a 2018 pentagon report commissioned by former defense secretary james mattis said that “ rates for genital surgery are exceedingly low -- 2% of transgender men and 10% of transgender women.	transgender	women
4014:115	clemmer ’s latest adventure of toni the tampon is one aspect of the progressive campaign to blur the differences between male and female, and to ultimately create a “ genderless ” society which bars the commonplace civic distinctions between biological males and biological females in a heterosexual society.	biological	males
4014:123	clemmer ’s latest adventure of toni the tampon is one aspect of the progressive campaign to blur the differences between male and female, and to ultimately create a “ genderless ” society which bars the commonplace civic distinctions between biological males and biological females in a heterosexual society.	biological	females
4037:32	the following month, time highlighted the pregnancy of a transgender man named evan who struggled to conceive, but finally gave birth to a son after ceasing hormone treatments.	transgender	man
4188:26	” indya moore claims to be a “ transgender woman ” despite moore ’s male body.	transgender	woman
4220:73	a pentagon report commissioned by former defense secretary james mattis said that “ rates for genital surgery are exceedingly low -- 2% of transgender men and 10% of transgender women.	transgender	men
4220:89	a pentagon report commissioned by former defense secretary james mattis said that “ rates for genital surgery are exceedingly low -- 2% of transgender men and 10% of transgender women.	transgender	women
4330:54	target has seen falling fortunes since its april 2016 announcement that men pretending to be transgender women entering a target location would be allowed to use any bathroom or changing room they felt like using at any given time.	transgender	women
4414:69	attacks reported last year included a couple beaten in a southern serbia cafe because one of them was transgender, and a transgender woman who was attacked on a public bus in belgrade.	transgender	woman
4463:10	as biological males and other trans athletes continue to rack -- up an impressive record of victory while competing against biological females, a recent article by the associated press sounds the alarm over the “ resentment, ” that success might bring.	biological	males
4463:63	as biological males and other trans athletes continue to rack -- up an impressive record of victory while competing against biological females, a recent article by the associated press sounds the alarm over the “ resentment, ” that success might bring.	biological	females
4465:45	she now stands accused of being “ transphobic ” after asserting that many transgender women — even if they ’ve undergone hormone treatment — have an unfair advantage over other female competitors.	transgender	women
4470:15	though, whether transgender women --lrb- biological males --rrb- intend to take over women ’s sports or not.	transgender	women
4470:22	though, whether transgender women --lrb- biological males --rrb- intend to take over women ’s sports or not.	biological	males
4477:52	” in addition, a 6 -- 3 250 pound australian handball player named hannah mouncey — a biological male — is the most physically dominating force in that sport.	biological	male
4478:44	however, according to champion transgender track cyclist rachel mckinnon, the notion that transgender women will come to dominate women ’s sports, is an “ irrational fear.	transgender	women
4480:24	“ this is an irrational fear of trans women.	trans	women
4486:44	” as an example of this resentment, the ap uses the victory of trans woman mountain biker michelle dumaresq, who won the national title in 2006.	trans	woman
4489:49	the article even took aim at breitbart, for accurately reporting the biological gender of transgender female cyclist rachel mckinnon, after winning a track cycling championship in october.	transgender	female
4494:29	resentment does exist, in some cases, for transgender female athletes.	transgender	female
4551:81	the transgender activists attempted to drown out the 80 -- year -- old woman ’s speech with chants of “ trans rights are human rights ” and “ trans women are women.	trans	women
4637:25	bruce jenner is taking heat from liberal transgender women for being too conservative in his political views.	transgender	women
4643:11	“ but many transgender men and women need social programs to survive, and that ’s nothing to be ashamed of.	transgender	men
4754:50	in other words, the bill does nothing to protect women from sharing spaces with biological men who claim to be women.	biological	men
4768:34	they should not be forced to share private spaces with biological men.	biological	men
4897:55	” the sheer domination in this race --lrb- and significant progress in rankings --rrb- highlights the physical advantages biological men have when competing directly against biological women.	biological	men
4897:77	” the sheer domination in this race --lrb- and significant progress in rankings --rrb- highlights the physical advantages biological men have when competing directly against biological women.	biological	women
4954:29	ice estimates that it has about 65 “ transgender woman ” in it ’s custody on an average night, according to fusion.	transgender	woman
4995:86	a growing number of states and members of the u.s. congress are backing legislation to protect female athletes from competing against men who consider themselves to be transgender women.	transgender	women
5007:113	rep. greg steube --lrb- r -- fl --rrb- recently introduced the “ protection of women and girls in sports act of 2021, ” which would make it illegal for schools that receive federal funds to allow biological men to compete against girls and women.	biological	men
5182:86	parents of female swimmers on the university of pennsylvania swim team are calling on the ncaa to reform the rules regarding transgender competition to prevent biological females from being “ bumped out ” of competition.	biological	females
5184:53	“ i think the ncaa needs to change its policies and find a way to include transgender women without trampling all over biological women.	transgender	women
5184:71	“ i think the ncaa needs to change its policies and find a way to include transgender women without trampling all over biological women.	biological	women
5328:49	left -- wing and lgbtq activists believe the role should have instead gone to a biological male actor who believes he is a woman.	biological	male
5334:44	in 2018, actress scarlett johansson was attacked after accepting a role as a transgender man in the film rug& tug.	transgender	man
5363:47	the national women ’s history museum --lrb- nwhm --rrb- website ’s biography section now prominently features three biological males who live and dress as females.	biological	males
5371:8	a biological male who lives as a female, jenkins became the first openly transgender black woman elected to public office in the u.s. in 2017 after winning 73 percent of the vote in minneapolis ’s eighth ward.	biological	male
5380:26	” the museum ’s decision to feature biological males to celebrate women who are “ historical pioneers ” and “ contemporary newsmakers that continue to impact the world, ” was met with ridicule on social media.	biological	males
5390:14	ivy said trans women are “ real ” women and should be competing against other women.	trans	women
5415:63	police report that the three alleged perpetrators are hispanic men in their 20s, and the victim is described as a transgender woman in her 40s, according to the kcal 9 report.	transgender	woman
5565:62	linda blade, a former swimmer and sports performance coach, has responded to support for lia thomas, a “ transgender woman ” who is competing against female athletes.	transgender	woman
5576:110	the american civil liberties union --lrb- aclu --rrb- is promoting its campaign calling for the decriminalization of “ sex work ” in order to destigmatize it and, particularly, to provide “ greater equality ” for “ trans women of color.	trans	women
5577:63	” police regularly target, harass, and assault sex workers or people they think are sex workers, such as trans women of color.	trans	women
5581:77	additionally, legalizing sex work, the aclu claims, reduces both violence toward sex workers and further unnecessary incarceration and brings about greater equality for “ trans women of color.	trans	women
5788:55	a new report from the associated press details the journey of wellesley college student ninostka love, the first transgender female student enrolled at the prestigious women ’s college, which has graduated the likes of hillary clinton and madeline albright.	transgender	female
5792:50	” since 2014, at least eight women ’s colleges have changed policies so that transgender females can enroll.	transgender	females
5797:151	“ i knew that it would be a challenge; i knew that it would be difficult, ” she said, “ but at the same time i knew that i can make a difference — and i knew that i can show to other people that we transgender women are humans, too.	transgender	women
5887:107	” the elders report claims transgenders are more than twice as likely to serve in the military as others and that 90% of transgenders in the military are male -- to -- female “ transgender women.	transgender	women
5952:16	” she exclusively targeted biological women she disagreed with and has previously written for the guardian newspaper.	biological	women
5954:94	the philosophy department of the university of sussex was “ clearly an unsafe environment ”, they claimed, because of kathleen stock, a professor who has argued against the idea biological men can be lesbians.	biological	men
5957:75	” rosa freedman, a professor of law, conflict and global development, at the university of reading, was attacked for saying “ biological males ” should not have access to women ’s refuges.	biological	males
6039:111	for example, u.k. prime minister boris johnson has reversed pro-transgender policies in government agencies and healthcare centers, partly because of pressure from the feminist, gay, and lesbian groups who recognize the ideological threat posed by transgender men to their goals.	transgender	men
6087:37	this identity -- beats -- biology change would erase any recognition of biological women and biological men from the law.	biological	women
6087:45	this identity -- beats -- biology change would erase any recognition of biological women and biological men from the law.	biological	men
6122:58	nine women have filed a lawsuit against a fresno homeless shelter, accusing the nonprofit of allowing a transgender biological man claiming to be a woman to sexually harass them.	biological	man
6127:58	during the times when the women were dressing and undressing in the common area, the lawsuit claims the biological man made lewd comments to them about their breasts and other body parts.	biological	man
6138:76	the editorial used a uk legal debate about ids to argue that trans rights “ collide ” with cis women ’s rights; that equality for trans women “ could adversely affect other women ”; and that allowing trans women to access public spaces threatens cis women ’s “ safety ”.	trans	women
6138:111	the editorial used a uk legal debate about ids to argue that trans rights “ collide ” with cis women ’s rights; that equality for trans women “ could adversely affect other women ”; and that allowing trans women to access public spaces threatens cis women ’s “ safety ”.	trans	women
6140:53	w omen ’s intolerance should not be a legitimate reason for limiting the rights of trans women.	trans	women
6141:17	the idea that all trans women should be denied civil rights … is the essence of bigotry and goes against feminist values.	trans	women
6144:41	some of us have also seen first -- hand the discrimination and violence trans women face.	trans	women
6165:44	the title of bravest athlete would have been much more appropriately bestowed on the biological females who dared to enter the cage with a fighter they had no hope of matching in terms of power and athletic ability.	biological	females
6202:40	ms. harper, who published a study on transgender athletes, says transgender women who go through puberty as males do have advantages that can not be eliminated completely through hormone therapy.	transgender	women
6204:15	“ on average, transgender women are taller, bigger and stronger.	transgender	women
6209:63	” needless to say, the debate is still raging over whether it is fair for athletes born as biological males to compete as women.	biological	males
6213:86	houston, texas — houston texans owner bob mcnair, and former houston astros and six -- time mlb all -- star lance berkman, oppose an ordinance that would allow transgendered men to use women ’s restrooms in houston.	transgendered	men
6243:24	indya moore claims to be a “ transgender woman, ” despite moore ’s male body.	transgender	woman
6250:71	a pentagon report commissioned by former defense secretary james mattis said “ rates for genital surgery are exceedingly low -- 2% of transgender men and 10% of transgender women.	transgender	men
6250:87	a pentagon report commissioned by former defense secretary james mattis said “ rates for genital surgery are exceedingly low -- 2% of transgender men and 10% of transgender women.	transgender	women
6334:26	the transgender child, who is a biological male but believes he is a girl, also walked for the trans clothing company in new york fashion week in february.	biological	male
6439:32	some planned parenthood facilities are now offering hormone treatments for trans women and men.	trans	women
6451:42	national review, for example, cites the case of debbie, a biological female who was one of the subjects of a recent bbc documentary on “ detransitioners ” – people who have changed their minds about their gender identity transition and now identify as their biological sex.	biological	female
6511:135	one writer at 4thwavenow, a self -- described “ community of parents and others questioning the medicalization of gender -- atypical youth, ” has been following the malpractice lawsuits brought against california -- based phalloplasty surgeon curtis crane, m.d., who constructs penises for biological females who want to appear as males.	biological	females
6559:58	nine women have filed a lawsuit against a fresno homeless shelter, accusing the nonprofit of allowing a transgender biological man claiming to be a woman to sexually harass them.	biological	man
6566:58	during the times when the women were dressing and undressing in the common area, the lawsuit claims the biological man made lewd comments to them about their breasts and other body parts.	biological	man
6581:43	a candlelight vigil has been held in st. louis, missouri, for a transgender woman who was fatally shot after she reportedly stabbed someone and attacked one of the responding officers with a knife.	transgender	woman
6630:36	former congresswoman tulsi gabbard tweeted on sunday about how forcing biological women to compete with biological men who “ identify ” as women in sports is not only hurting female athletes as competitors but also threatens their safety and well -- being.	biological	women
6630:52	former congresswoman tulsi gabbard tweeted on sunday about how forcing biological women to compete with biological men who “ identify ” as women in sports is not only hurting female athletes as competitors but also threatens their safety and well -- being.	biological	men
